Date,Description,Description - cleaned,Category,Money in,Money Out,Balance
19/07/2020,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,46.13,"3,147.91"
19/07/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,13.94,"3,133.97"
20/07/2020,CARD PAYMENT TO PRET,Pret,Food & Drink,,29,"3,104.97"
20/07/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,43.71,"3,061.26"
21/07/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,145.46,"2,915.80"
21/07/2020,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,38.58,"2,877.22"
22/07/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,111.45,"2,765.77"
22/07/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,126.35,"2,639.42"
22/07/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,11.91,"2,627.51"
23/07/2020,CARD PAYMENT TO SHELL,Shell,Transport,,41.04,"2,586.47"
24/07/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,30.41,"2,556.06"
24/07/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,47.58,"2,508.48"
24/07/2020,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,15.81,"2,492.67"
26/07/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,42.26,"2,450.41"
27/07/2020,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,34.47,"2,415.94"
27/07/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,17.02,"2,398.92"
28/07/2020,CARD PAYMENT TO ASDA,Asda,Groceries,,29.12,"2,369.80"
28/07/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,17.21,"2,352.59"
29/07/2020,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,12.92,"2,339.67"
29/07/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,80.69,"2,258.98"
30/07/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,25.25,"2,233.73"
01/08/2020,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2665.11,,"4,898.84"
02/08/2020,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"4,048.84"
03/08/2020,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,42.05,"4,006.79"
04/08/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,23.66,"3,983.13"
05/08/2020,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,66.05,"3,917.08"
05/08/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,145.13,"3,771.95"
07/08/2020,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,85.09,"3,686.86"
07/08/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,16.28,"3,670.58"
08/08/2020,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,26.39,"3,644.19"
09/08/2020,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,53.03,"3,591.16"
11/08/2020,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,23.13,"3,568.03"
11/08/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,23.94,"3,544.09"
14/08/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,10.21,"3,533.88"
14/08/2020,CARD PAYMENT TO PRET,Pret,Food & Drink,,16.6,"3,517.28"
16/08/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,2.97,"3,514.31"
16/08/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,8.82,"3,505.49"
18/08/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,16.39,"3,489.10"
18/08/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,25.84,"3,463.26"
18/08/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,41.65,"3,421.61"
19/08/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,47.22,"3,374.39"
20/08/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,21.95,"3,352.44"
20/08/2020,CARD PAYMENT TO UBER,Uber,Transport,,31.48,"3,320.96"
21/08/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,69.65,"3,251.31"
22/08/2020,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,38.75,"3,212.56"
22/08/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,76.76,"3,135.80"
22/08/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,46.53,"3,089.27"
27/08/2020,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,22.95,"3,066.32"
27/08/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,7.7,"3,058.62"
28/08/2020,CARD PAYMENT TO PRET,Pret,Food & Drink,,12.55,"3,046.07"
28/08/2020,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,78.1,"2,967.97"
29/08/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,110.36,"2,857.61"
29/08/2020,CARD PAYMENT TO BP,BP,Transport,,42.15,"2,815.46"
30/08/2020,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,25.83,"2,789.63"
31/08/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,10.52,"2,779.11"
31/08/2020,CARD PAYMENT TO UBER,Uber,Transport,,51.95,"2,727.16"
01/09/2020,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2789.82,,"5,516.98"
02/09/2020,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"4,666.98"
02/09/2020,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,23.58,"4,643.40"
02/09/2020,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,27.55,"4,615.85"
03/09/2020,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,85.89,"4,529.96"
03/09/2020,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,23.01,"4,506.95"
03/09/2020,CARD PAYMENT TO TESCO,Tesco,Groceries,,50.53,"4,456.42"
03/09/2020,CARD PAYMENT TO UBER,Uber,Transport,,29.83,"4,426.59"
04/09/2020,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,19.02,"4,407.57"
04/09/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,160.75,"4,246.82"
05/09/2020,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,36.02,"4,210.80"
07/09/2020,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,56.02,"4,154.78"
07/09/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,8.63,"4,146.15"
07/09/2020,CARD PAYMENT TO SHELL,Shell,Transport,,25.95,"4,120.20"
07/09/2020,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,21.31,"4,098.89"
08/09/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,21.03,"4,077.86"
11/09/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,48.37,"4,029.49"
12/09/2020,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,16,"4,013.49"
12/09/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,4.81,"4,008.68"
13/09/2020,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,11.75,"3,996.93"
13/09/2020,CARD PAYMENT TO ALDI,Aldi,Groceries,,9.07,"3,987.86"
15/09/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,62.57,"3,925.29"
16/09/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,30.25,"3,895.04"
16/09/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,147.22,"3,747.82"
17/09/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,87.06,"3,660.76"
17/09/2020,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,14.76,"3,646.00"
17/09/2020,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,43.75,"3,602.25"
18/09/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,69.96,"3,532.29"
18/09/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,27.97,"3,504.32"
20/09/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,135.02,"3,369.30"
21/09/2020,CARD PAYMENT TO SHELL,Shell,Transport,,15.62,"3,353.68"
22/09/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,11.88,"3,341.80"
24/09/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,14.07,"3,327.73"
25/09/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,39.91,"3,287.82"
27/09/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,14.74,"3,273.08"
27/09/2020,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,36.92,"3,236.16"
28/09/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2.6,"3,233.56"
28/09/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,27.66,"3,205.90"
30/09/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,9.2,"3,196.70"
30/09/2020,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,39.46,"3,157.24"
01/10/2020,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2600.55,,"5,757.79"
02/10/2020,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"4,907.79"
02/10/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,27.28,"4,880.51"
02/10/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,98.25,"4,782.26"
02/10/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,16.15,"4,766.11"
03/10/2020,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,94.37,"4,671.74"
03/10/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,166.46,"4,505.28"
04/10/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,60.73,"4,444.55"
04/10/2020,CARD PAYMENT TO ASDA,Asda,Groceries,,44.9,"4,399.65"
04/10/2020,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,5.55,"4,394.10"
05/10/2020,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,52.06,"4,342.04"
05/10/2020,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,8.67,"4,333.37"
06/10/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,174.67,"4,158.70"
07/10/2020,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,71.35,"4,087.35"
09/10/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,68.79,"4,018.56"
11/10/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,74.83,"3,943.73"
11/10/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,20.38,"3,923.35"
12/10/2020,CARD PAYMENT TO BP,BP,Transport,,60,"3,863.35"
12/10/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,18.31,"3,845.04"
12/10/2020,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,23.81,"3,821.23"
14/10/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,21.95,"3,799.28"
15/10/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,39.7,"3,759.58"
16/10/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,8.57,"3,751.01"
17/10/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,14.04,"3,736.97"
18/10/2020,CARD PAYMENT TO BP,BP,Transport,,24.09,"3,712.88"
18/10/2020,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,7.89,"3,704.99"
19/10/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,14.45,"3,690.54"
20/10/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,41.06,"3,649.48"
20/10/2020,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,7.35,"3,642.13"
20/10/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,10.87,"3,631.26"
23/10/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,7.33,"3,623.93"
23/10/2020,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,15.3,"3,608.63"
25/10/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,16.89,"3,591.74"
26/10/2020,CARD PAYMENT TO ALDI,Aldi,Groceries,,36.61,"3,555.13"
26/10/2020,CARD PAYMENT TO UBER,Uber,Transport,,59.72,"3,495.41"
26/10/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,19.65,"3,475.76"
28/10/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,6.72,"3,469.04"
28/10/2020,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,14.14,"3,454.90"
29/10/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,16.49,"3,438.41"
29/10/2020,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,20.29,"3,418.12"
29/10/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,47.31,"3,370.81"
30/10/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,10.78,"3,360.03"
30/10/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,12.39,"3,347.64"
30/10/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,23.77,"3,323.87"
31/10/2020,CARD PAYMENT TO ASDA,Asda,Groceries,,37.38,"3,286.49"
01/11/2020,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2496.78,,"5,783.27"
01/11/2020,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,10.08,"5,773.19"
02/11/2020,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"4,923.19"
02/11/2020,CARD PAYMENT TO UBER,Uber,Transport,,17.74,"4,905.45"
02/11/2020,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,29.32,"4,876.13"
03/11/2020,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,91.74,"4,784.39"
04/11/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,12.17,"4,772.22"
04/11/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,138.31,"4,633.91"
04/11/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,71.89,"4,562.02"
05/11/2020,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,71,"4,491.02"
06/11/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,20.85,"4,470.17"
06/11/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,152.01,"4,318.16"
07/11/2020,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,57.52,"4,260.64"
07/11/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,7.84,"4,252.80"
07/11/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,6.7,"4,246.10"
07/11/2020,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,58.49,"4,187.61"
08/11/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,29.91,"4,157.70"
09/11/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,47.66,"4,110.04"
09/11/2020,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,26.56,"4,083.48"
09/11/2020,CARD PAYMENT TO ASDA,Asda,Groceries,,26.92,"4,056.56"
11/11/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,64.6,"3,991.96"
11/11/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,78.42,"3,913.54"
12/11/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,16.79,"3,896.75"
12/11/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,46.35,"3,850.40"
14/11/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,18.22,"3,832.18"
14/11/2020,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,11.85,"3,820.33"
15/11/2020,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,40.13,"3,780.20"
15/11/2020,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,61.39,"3,718.81"
16/11/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,13.63,"3,705.18"
16/11/2020,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,60.3,"3,644.88"
19/11/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,172.21,"3,472.67"
19/11/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,35.51,"3,437.16"
19/11/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,4.02,"3,433.14"
20/11/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,78.17,"3,354.97"
22/11/2020,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,7.95,"3,347.02"
25/11/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,58.97,"3,288.05"
25/11/2020,CARD PAYMENT TO SHELL,Shell,Transport,,9.35,"3,278.70"
26/11/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,16.62,"3,262.08"
28/11/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,32.31,"3,229.77"
29/11/2020,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,3.96,"3,225.81"
29/11/2020,CARD PAYMENT TO PRET,Pret,Food & Drink,,7.66,"3,218.15"
30/11/2020,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,21.41,"3,196.74"
30/11/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,132.07,"3,064.67"
01/12/2020,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2616.87,,"5,681.54"
01/12/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,36.93,"5,644.61"
01/12/2020,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,27.89,"5,616.72"
02/12/2020,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"4,766.72"
03/12/2020,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,80.44,"4,686.28"
03/12/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,7.77,"4,678.51"
04/12/2020,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,11.79,"4,666.72"
04/12/2020,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,11.35,"4,655.37"
05/12/2020,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,75.32,"4,580.05"
05/12/2020,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,27.52,"4,552.53"
05/12/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,89.25,"4,463.28"
06/12/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,33.79,"4,429.49"
06/12/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,24.47,"4,405.02"
07/12/2020,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,83.2,"4,321.82"
07/12/2020,CARD PAYMENT TO STEAM,Steam,Recreation,,18.1,"4,303.72"
08/12/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,154.58,"4,149.14"
09/12/2020,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,14.51,"4,134.63"
09/12/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,36.67,"4,097.96"
11/12/2020,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,33.1,"4,064.86"
12/12/2020,CARD PAYMENT TO TESCO,Tesco,Groceries,,12.63,"4,052.23"
13/12/2020,CARD PAYMENT TO UBER,Uber,Transport,,40.14,"4,012.09"
13/12/2020,CARD PAYMENT TO ALDI,Aldi,Groceries,,58.67,"3,953.42"
14/12/2020,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,22.24,"3,931.18"
14/12/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,47.21,"3,883.97"
16/12/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,9.75,"3,874.22"
17/12/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,66.58,"3,807.64"
18/12/2020,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,36.58,"3,771.06"
18/12/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,67.65,"3,703.41"
19/12/2020,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,15.14,"3,688.27"
19/12/2020,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,7.28,"3,680.99"
19/12/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,34.9,"3,646.09"
20/12/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,46.32,"3,599.77"
21/12/2020,CARD PAYMENT TO APPLE,Apple,Subscriptions,,9.98,"3,589.79"
22/12/2020,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,3.44,"3,586.35"
22/12/2020,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,78,"3,508.35"
24/12/2020,CARD PAYMENT TO TESCO,Tesco,Groceries,,24.04,"3,484.31"
25/12/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,10.41,"3,473.90"
25/12/2020,CARD PAYMENT TO PRET,Pret,Food & Drink,,6.62,"3,467.28"
25/12/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,28.29,"3,438.99"
26/12/2020,CARD PAYMENT TO AMAZON,Amazon,Shopping,,81.1,"3,357.89"
27/12/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,27.13,"3,330.76"
28/12/2020,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,44.02,"3,286.74"
28/12/2020,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,29.33,"3,257.41"
29/12/2020,CARD PAYMENT TO IKEA,Ikea,Shopping,,107.04,"3,150.37"
29/12/2020,CARD PAYMENT TO CURRYS,Currys,Shopping,,47.84,"3,102.53"
30/12/2020,CARD PAYMENT TO TESCO,Tesco,Groceries,,10.22,"3,092.31"
30/12/2020,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,100.69,"2,991.62"
01/01/2021,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2757.25,,"5,748.87"
01/01/2021,CARD PAYMENT TO IKEA,Ikea,Shopping,,41.81,"5,707.06"
02/01/2021,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"4,857.06"
02/01/2021,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,131.94,"4,725.12"
03/01/2021,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,58.24,"4,666.88"
04/01/2021,CARD PAYMENT TO AMAZON,Amazon,Shopping,,176.68,"4,490.20"
05/01/2021,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,80.77,"4,409.43"
06/01/2021,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,49.15,"4,360.28"
07/01/2021,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,75.5,"4,284.78"
07/01/2021,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,33.31,"4,251.47"
07/01/2021,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,69.3,"4,182.17"
08/01/2021,CARD PAYMENT TO LIDL,Lidl,Groceries,,62.05,"4,120.12"
10/01/2021,CARD PAYMENT TO ALDI,Aldi,Groceries,,25.88,"4,094.24"
11/01/2021,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,44.62,"4,049.62"
12/01/2021,CARD PAYMENT TO ASDA,Asda,Groceries,,15.87,"4,033.75"
12/01/2021,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,59.9,"3,973.85"
12/01/2021,CARD PAYMENT TO APPLE,Apple,Subscriptions,,7.02,"3,966.83"
13/01/2021,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,10.74,"3,956.09"
14/01/2021,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,17.32,"3,938.77"
15/01/2021,CARD PAYMENT TO STEAM,Steam,Recreation,,57.07,"3,881.70"
16/01/2021,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,20.36,"3,861.34"
16/01/2021,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,9.68,"3,851.66"
17/01/2021,CARD PAYMENT TO STEAM,Steam,Recreation,,38.67,"3,812.99"
18/01/2021,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,77.28,"3,735.71"
18/01/2021,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,6.89,"3,728.82"
18/01/2021,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,27.95,"3,700.87"
19/01/2021,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,5.23,"3,695.64"
20/01/2021,CARD PAYMENT TO STEAM,Steam,Recreation,,15.46,"3,680.18"
21/01/2021,CARD PAYMENT TO SHELL,Shell,Transport,,42.83,"3,637.35"
22/01/2021,CARD PAYMENT TO SHELL,Shell,Transport,,13.21,"3,624.14"
23/01/2021,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,12.9,"3,611.24"
23/01/2021,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,48.4,"3,562.84"
24/01/2021,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,48.65,"3,514.19"
25/01/2021,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,24.27,"3,489.92"
30/01/2021,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,76.04,"3,413.88"
01/02/2021,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2798.87,,"6,212.75"
01/02/2021,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,16.99,"6,195.76"
01/02/2021,CARD PAYMENT TO STEAM,Steam,Recreation,,10.46,"6,185.30"
02/02/2021,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"5,335.30"
03/02/2021,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,44.92,"5,290.38"
03/02/2021,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,26.06,"5,264.32"
03/02/2021,CARD PAYMENT TO SHELL,Shell,Transport,,25.2,"5,239.12"
03/02/2021,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,13.5,"5,225.62"
05/02/2021,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,48.6,"5,177.02"
05/02/2021,CARD PAYMENT TO BP,BP,Transport,,39.77,"5,137.25"
06/02/2021,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,25.2,"5,112.05"
06/02/2021,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,29.51,"5,082.54"
06/02/2021,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,16.97,"5,065.57"
07/02/2021,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,43.25,"5,022.32"
